ts,time,asset_id,server_id,rack_id,room_id,asset_temp_inlet_c,rack_inlet_c,room_temp_c,server_temp_c
t_044,2025-01-01T03:35:00Z,GPU-R02-S03-G03,R02-S03,R02,Room-1,70.9,70.9,70.9,70.9
t_045,2025-01-01T03:40:00Z,GPU-R02-S03-G03,R02-S03,R02,Room-1,71.5,71.5,71.5,71.5
t_046,2025-01-01T03:45:00Z,GPU-R02-S03-G03,R02-S03,R02,Room-1,71.81,71.81,71.81,71.81
t_047,2025-01-01T03:50:00Z,GPU-R02-S03-G03,R02-S03,R02,Room-1,71.77,71.77,71.77,71.77
t_048,2025-01-01T03:55:00Z,GPU-R02-S03-G03,R02-S03,R02,Room-1,71.7,71.7,71.7,71.7
t_049,2025-01-01T04:00:00Z,GPU-R02-S03-G03,R02-S03,R02,Room-1,72.23,72.23,72.23,72.23
t_050,2025-01-01T04:05:00Z,GPU-R02-S03-G03,R02-S03,R02,Room-1,71.69,71.69,71.69,71.69
t_051,2025-01-01T04:10:00Z,GPU-R02-S03-G03,R02-S03,R02,Room-1,71.56,71.56,71.56,71.56
t_052,2025-01-01T04:15:00Z,GPU-R02-S03-G03,R02-S03,R02,Room-1,71.49,71.49,71.49,71.49
t_053,2025-01-01T04:20:00Z,GPU-R02-S03-G03,R02-S03,R02,Room-1,70.53,70.53,70.53,70.53
t_054,2025-01-01T04:25:00Z,GPU-R02-S03-G03,R02-S03,R02,Room-1,70.34,70.34,70.34,70.34
t_055,2025-01-01T04:30:00Z,GPU-R02-S03-G03,R02-S03,R02,Room-1,70.41,70.41,70.41,70.41
t_056,2025-01-01T04:35:00Z,GPU-R02-S03-G03,R02-S03,R02,Room-1,69.36,69.36,69.36,69.36
t_057,2025-01-01T04:40:00Z,GPU-R02-S03-G03,R02-S03,R02,Room-1,69.5,69.5,69.5,69.5
t_058,2025-01-01T04:45:00Z,GPU-R02-S03-G03,R02-S03,R02,Room-1,69.4,69.4,69.4,69.4
t_059,2025-01-01T04:50:00Z,GPU-R02-S03-G03,R02-S03,R02,Room-1,69.57,69.57,69.57,69.57
t_060,2025-01-01T04:55:00Z,GPU-R02-S03-G03,R02-S03,R02,Room-1,69.82,69.82,69.82,69.82
t_061,2025-01-01T05:00:00Z,GPU-R02-S03-G03,R02-S03,R02,Room-1,70.3,70.3,70.3,70.3
t_062,2025-01-01T05:05:00Z,GPU-R02-S03-G03,R02-S03,R02,Room-1,69.66,69.66,69.66,69.66
t_063,2025-01-01T05:10:00Z,GPU-R02-S03-G03,R02-S03,R02,Room-1,69.66,69.66,69.66,69.66
t_064,2025-01-01T05:15:00Z,GPU-R02-S03-G03,R02-S03,R02,Room-1,69.43,69.43,69.43,69.43
t_065,2025-01-01T05:20:00Z,GPU-R02-S03-G03,R02-S03,R02,Room-1,69.45,69.45,69.45,69.45
t_066,2025-01-01T05:25:00Z,GPU-R02-S03-G03,R02-S03,R02,Room-1,69.41,69.41,69.41,69.41
t_067,2025-01-01T05:30:00Z,GPU-R02-S03-G03,R02-S03,R02,Room-1,69.01,69.01,69.01,69.01
t_068,2025-01-01T05:35:00Z,GPU-R02-S03-G03,R02-S03,R02,Room-1,68.42,68.42,68.42,68.42
t_069,2025-01-01T05:40:00Z,GPU-R02-S03-G03,R02-S03,R02,Room-1,69.24,69.24,69.24,69.24
t_070,2025-01-01T05:45:00Z,GPU-R02-S03-G03,R02-S03,R02,Room-1,68.8,68.8,68.8,68.8
t_071,2025-01-01T05:50:00Z,GPU-R02-S03-G03,R02-S03,R02,Room-1,68.95,68.95,68.95,68.95
t_072,2025-01-01T05:55:00Z,GPU-R02-S03-G03,R02-S03,R02,Room-1,68.6,68.6,68.6,68.6
t_073,2025-01-01T06:00:00Z,GPU-R02-S03-G03,R02-S03,R02,Room-1,69.19,69.19,69.19,69.19
t_074,2025-01-01T06:05:00Z,GPU-R02-S03-G03,R02-S03,R02,Room-1,68.6,68.6,68.6,68.6
t_075,2025-01-01T06:10:00Z,GPU-R02-S03-G03,R02-S03,R02,Room-1,68.36,68.36,68.36,68.36
t_076,2025-01-01T06:15:00Z,GPU-R02-S03-G03,R02-S03,R02,Room-1,68.01,68.01,68.01,68.01
t_077,2025-01-01T06:20:00Z,GPU-R02-S03-G03,R02-S03,R02,Room-1,68.14,68.14,68.14,68.14
t_078,2025-01-01T06:25:00Z,GPU-R02-S03-G03,R02-S03,R02,Room-1,68.07,68.07,68.07,68.07
t_079,2025-01-01T06:30:00Z,GPU-R02-S03-G03,R02-S03,R02,Room-1,69,69,69,69
t_080,2025-01-01T06:35:00Z,GPU-R02-S03-G03,R02-S03,R02,Room-1,69.04,69.04,69.04,69.04
t_081,2025-01-01T06:40:00Z,GPU-R02-S03-G03,R02-S03,R02,Room-1,69.54,69.54,69.54,69.54
t_082,2025-01-01T06:45:00Z,GPU-R02-S03-G03,R02-S03,R02,Room-1,69.83,69.83,69.83,69.83
t_083,2025-01-01T06:50:00Z,GPU-R02-S03-G03,R02-S03,R02,Room-1,70.05,70.05,70.05,70.05
t_084,2025-01-01T06:55:00Z,GPU-R02-S03-G03,R02-S03,R02,Room-1,70.2,70.2,70.2,70.2
t_085,2025-01-01T07:00:00Z,GPU-R02-S03-G03,R02-S03,R02,Room-1,70.25,70.25,70.25,70.25
t_086,2025-01-01T07:05:00Z,GPU-R02-S03-G03,R02-S03,R02,Room-1,69.95,69.95,69.95,69.95
t_087,2025-01-01T07:10:00Z,GPU-R02-S03-G03,R02-S03,R02,Room-1,69.8,69.8,69.8,69.8
t_088,2025-01-01T07:15:00Z,GPU-R02-S03-G03,R02-S03,R02,Room-1,69.95,69.95,69.95,69.95
t_089,2025-01-01T07:20:00Z,GPU-R02-S03-G03,R02-S03,R02,Room-1,69.05,69.05,69.05,69.05
t_090,2025-01-01T07:25:00Z,GPU-R02-S03-G03,R02-S03,R02,Room-1,68.44,68.44,68.44,68.44
t_091,2025-01-01T07:30:00Z,GPU-R02-S03-G03,R02-S03,R02,Room-1,68.37,68.37,68.37,68.37
t_092,2025-01-01T07:35:00Z,GPU-R02-S03-G03,R02-S03,R02,Room-1,67.8,67.8,67.8,67.8
t_093,2025-01-01T07:40:00Z,GPU-R02-S03-G03,R02-S03,R02,Room-1,67.96,67.96,67.96,67.96
t_094,2025-01-01T07:45:00Z,GPU-R02-S03-G03,R02-S03,R02,Room-1,68.24,68.24,68.24,68.24
t_095,2025-01-01T07:50:00Z,GPU-R02-S03-G03,R02-S03,R02,Room-1,68.64,68.64,68.64,68.64
t_096,2025-01-01T07:55:00Z,GPU-R02-S03-G03,R02-S03,R02,Room-1,69.09,69.09,69.09,69.09
t_001,2025-01-01T00:00:00Z,GPU-R02-S04-G01,R02-S04,R02,Room-1,65.87,65.87,65.87,65.87
t_002,2025-01-01T00:05:00Z,GPU-R02-S04-G01,R02-S04,R02,Room-1,66.05,66.05,66.05,66.05
t_003,2025-01-01T00:10:00Z,GPU-R02-S04-G01,R02-S04,R02,Room-1,66.1,66.1,66.1,66.1
t_004,2025-01-01T00:15:00Z,GPU-R02-S04-G01,R02-S04,R02,Room-1,66.09,66.09,66.09,66.09
t_005,2025-01-01T00:20:00Z,GPU-R02-S04-G01,R02-S04,R02,Room-1,65.77,65.77,65.77,65.77
t_006,2025-01-01T00:25:00Z,GPU-R02-S04-G01,R02-S04,R02,Room-1,66.55,66.55,66.55,66.55
t_007,2025-01-01T00:30:00Z,GPU-R02-S04-G01,R02-S04,R02,Room-1,66.21,66.21,66.21,66.21
t_008,2025-01-01T00:35:00Z,GPU-R02-S04-G01,R02-S04,R02,Room-1,66.76,66.76,66.76,66.76
t_009,2025-01-01T00:40:00Z,GPU-R02-S04-G01,R02-S04,R02,Room-1,67.02,67.02,67.02,67.02
t_010,2025-01-01T00:45:00Z,GPU-R02-S04-G01,R02-S04,R02,Room-1,67.64,67.64,67.64,67.64
t_011,2025-01-01T00:50:00Z,GPU-R02-S04-G01,R02-S04,R02,Room-1,67.75,67.75,67.75,67.75
t_012,2025-01-01T00:55:00Z,GPU-R02-S04-G01,R02-S04,R02,Room-1,67.46,67.46,67.46,67.46
t_013,2025-01-01T01:00:00Z,GPU-R02-S04-G01,R02-S04,R02,Room-1,67.23,67.23,67.23,67.23
t_014,2025-01-01T01:05:00Z,GPU-R02-S04-G01,R02-S04,R02,Room-1,66.64,66.64,66.64,66.64
t_015,2025-01-01T01:10:00Z,GPU-R02-S04-G01,R02-S04,R02,Room-1,66.94,66.94,66.94,66.94
t_016,2025-01-01T01:15:00Z,GPU-R02-S04-G01,R02-S04,R02,Room-1,66.87,66.87,66.87,66.87
t_017,2025-01-01T01:20:00Z,GPU-R02-S04-G01,R02-S04,R02,Room-1,66.76,66.76,66.76,66.76
t_018,2025-01-01T01:25:00Z,GPU-R02-S04-G01,R02-S04,R02,Room-1,66.71,66.71,66.71,66.71
t_019,2025-01-01T01:30:00Z,GPU-R02-S04-G01,R02-S04,R02,Room-1,66.42,66.42,66.42,66.42
t_020,2025-01-01T01:35:00Z,GPU-R02-S04-G01,R02-S04,R02,Room-1,66.22,66.22,66.22,66.22
t_021,2025-01-01T01:40:00Z,GPU-R02-S04-G01,R02-S04,R02,Room-1,66.45,66.45,66.45,66.45
t_022,2025-01-01T01:45:00Z,GPU-R02-S04-G01,R02-S04,R02,Room-1,66.85,66.85,66.85,66.85
t_023,2025-01-01T01:50:00Z,GPU-R02-S04-G01,R02-S04,R02,Room-1,66.79,66.79,66.79,66.79
t_024,2025-01-01T01:55:00Z,GPU-R02-S04-G01,R02-S04,R02,Room-1,66.8,66.8,66.8,66.8
t_025,2025-01-01T02:00:00Z,GPU-R02-S04-G01,R02-S04,R02,Room-1,66.8,66.8,66.8,66.8
t_026,2025-01-01T02:05:00Z,GPU-R02-S04-G01,R02-S04,R02,Room-1,66.79,66.79,66.79,66.79
t_027,2025-01-01T02:10:00Z,GPU-R02-S04-G01,R02-S04,R02,Room-1,66.63,66.63,66.63,66.63
t_028,2025-01-01T02:15:00Z,GPU-R02-S04-G01,R02-S04,R02,Room-1,66.76,66.76,66.76,66.76
t_029,2025-01-01T02:20:00Z,GPU-R02-S04-G01,R02-S04,R02,Room-1,66.93,66.93,66.93,66.93
t_030,2025-01-01T02:25:00Z,GPU-R02-S04-G01,R02-S04,R02,Room-1,66.91,66.91,66.91,66.91
t_031,2025-01-01T02:30:00Z,GPU-R02-S04-G01,R02-S04,R02,Room-1,67.02,67.02,67.02,67.02
t_032,2025-01-01T02:35:00Z,GPU-R02-S04-G01,R02-S04,R02,Room-1,66.73,66.73,66.73,66.73
t_033,2025-01-01T02:40:00Z,GPU-R02-S04-G01,R02-S04,R02,Room-1,66.72,66.72,66.72,66.72
t_034,2025-01-01T02:45:00Z,GPU-R02-S04-G01,R02-S04,R02,Room-1,66.86,66.86,66.86,66.86
t_035,2025-01-01T02:50:00Z,GPU-R02-S04-G01,R02-S04,R02,Room-1,66.74,66.74,66.74,66.74
t_036,2025-01-01T02:55:00Z,GPU-R02-S04-G01,R02-S04,R02,Room-1,66.63,66.63,66.63,66.63
t_037,2025-01-01T03:00:00Z,GPU-R02-S04-G01,R02-S04,R02,Room-1,66.4,66.4,66.4,66.4
t_038,2025-01-01T03:05:00Z,GPU-R02-S04-G01,R02-S04,R02,Room-1,66.55,66.55,66.55,66.55
t_039,2025-01-01T03:10:00Z,GPU-R02-S04-G01,R02-S04,R02,Room-1,66.57,66.57,66.57,66.57
t_040,2025-01-01T03:15:00Z,GPU-R02-S04-G01,R02-S04,R02,Room-1,67.45,67.45,67.45,67.45
t_041,2025-01-01T03:20:00Z,GPU-R02-S04-G01,R02-S04,R02,Room-1,67.27,67.27,67.27,67.27
t_042,2025-01-01T03:25:00Z,GPU-R02-S04-G01,R02-S04,R02,Room-1,67.2,67.2,67.2,67.2
t_043,2025-01-01T03:30:00Z,GPU-R02-S04-G01,R02-S04,R02,Room-1,66.74,66.74,66.74,66.74
t_044,2025-01-01T03:35:00Z,GPU-R02-S04-G01,R02-S04,R02,Room-1,66.98,66.98,66.98,66.98
t_045,2025-01-01T03:40:00Z,GPU-R02-S04-G01,R02-S04,R02,Room-1,66.78,66.78,66.78,66.78
t_046,2025-01-01T03:45:00Z,GPU-R02-S04-G01,R02-S04,R02,Room-1,66.75,66.75,66.75,66.75
t_047,2025-01-01T03:50:00Z,GPU-R02-S04-G01,R02-S04,R02,Room-1,67,67,67,67
t_048,2025-01-01T03:55:00Z,GPU-R02-S04-G01,R02-S04,R02,Room-1,67.44,67.44,67.44,67.44
t_049,2025-01-01T04:00:00Z,GPU-R02-S04-G01,R02-S04,R02,Room-1,67.23,67.23,67.23,67.23
t_050,2025-01-01T04:05:00Z,GPU-R02-S04-G01,R02-S04,R02,Room-1,67,67,67,67
t_051,2025-01-01T04:10:00Z,GPU-R02-S04-G01,R02-S04,R02,Room-1,66.98,66.98,66.98,66.98
t_052,2025-01-01T04:15:00Z,GPU-R02-S04-G01,R02-S04,R02,Room-1,67.31,67.31,67.31,67.31
t_053,2025-01-01T04:20:00Z,GPU-R02-S04-G01,R02-S04,R02,Room-1,67.24,67.24,67.24,67.24
t_054,2025-01-01T04:25:00Z,GPU-R02-S04-G01,R02-S04,R02,Room-1,67.19,67.19,67.19,67.19
t_055,2025-01-01T04:30:00Z,GPU-R02-S04-G01,R02-S04,R02,Room-1,67.36,67.36,67.36,67.36
t_056,2025-01-01T04:35:00Z,GPU-R02-S04-G01,R02-S04,R02,Room-1,67.5,67.5,67.5,67.5
t_057,2025-01-01T04:40:00Z,GPU-R02-S04-G01,R02-S04,R02,Room-1,67.76,67.76,67.76,67.76
t_058,2025-01-01T04:45:00Z,GPU-R02-S04-G01,R02-S04,R02,Room-1,66.93,66.93,66.93,66.93
t_059,2025-01-01T04:50:00Z,GPU-R02-S04-G01,R02-S04,R02,Room-1,66.42,66.42,66.42,66.42
t_060,2025-01-01T04:55:00Z,GPU-R02-S04-G01,R02-S04,R02,Room-1,65.96,65.96,65.96,65.96
t_061,2025-01-01T05:00:00Z,GPU-R02-S04-G01,R02-S04,R02,Room-1,66.07,66.07,66.07,66.07
t_062,2025-01-01T05:05:00Z,GPU-R02-S04-G01,R02-S04,R02,Room-1,65.57,65.57,65.57,65.57
t_063,2025-01-01T05:10:00Z,GPU-R02-S04-G01,R02-S04,R02,Room-1,65.49,65.49,65.49,65.49
t_064,2025-01-01T05:15:00Z,GPU-R02-S04-G01,R02-S04,R02,Room-1,65.66,65.66,65.66,65.66
t_065,2025-01-01T05:20:00Z,GPU-R02-S04-G01,R02-S04,R02,Room-1,66.34,66.34,66.34,66.34
t_066,2025-01-01T05:25:00Z,GPU-R02-S04-G01,R02-S04,R02,Room-1,66.2,66.2,66.2,66.2
t_067,2025-01-01T05:30:00Z,GPU-R02-S04-G01,R02-S04,R02,Room-1,66.16,66.16,66.16,66.16
t_068,2025-01-01T05:35:00Z,GPU-R02-S04-G01,R02-S04,R02,Room-1,66.21,66.21,66.21,66.21
t_069,2025-01-01T05:40:00Z,GPU-R02-S04-G01,R02-S04,R02,Room-1,65.96,65.96,65.96,65.96
t_070,2025-01-01T05:45:00Z,GPU-R02-S04-G01,R02-S04,R02,Room-1,64.82,64.82,64.82,64.82
t_071,2025-01-01T05:50:00Z,GPU-R02-S04-G01,R02-S04,R02,Room-1,65.41,65.41,65.41,65.41
t_072,2025-01-01T05:55:00Z,GPU-R02-S04-G01,R02-S04,R02,Room-1,65.31,65.31,65.31,65.31
t_073,2025-01-01T06:00:00Z,GPU-R02-S04-G01,R02-S04,R02,Room-1,65.08,65.08,65.08,65.08
t_074,2025-01-01T06:05:00Z,GPU-R02-S04-G01,R02-S04,R02,Room-1,65.23,65.23,65.23,65.23
t_075,2025-01-01T06:10:00Z,GPU-R02-S04-G01,R02-S04,R02,Room-1,65.04,65.04,65.04,65.04
t_076,2025-01-01T06:15:00Z,GPU-R02-S04-G01,R02-S04,R02,Room-1,65.41,65.41,65.41,65.41
t_077,2025-01-01T06:20:00Z,GPU-R02-S04-G01,R02-S04,R02,Room-1,65.27,65.27,65.27,65.27
t_078,2025-01-01T06:25:00Z,GPU-R02-S04-G01,R02-S04,R02,Room-1,65.59,65.59,65.59,65.59
t_079,2025-01-01T06:30:00Z,GPU-R02-S04-G01,R02-S04,R02,Room-1,65.52,65.52,65.52,65.52
t_080,2025-01-01T06:35:00Z,GPU-R02-S04-G01,R02-S04,R02,Room-1,65.19,65.19,65.19,65.19
t_081,2025-01-01T06:40:00Z,GPU-R02-S04-G01,R02-S04,R02,Room-1,65.48,65.48,65.48,65.48
t_082,2025-01-01T06:45:00Z,GPU-R02-S04-G01,R02-S04,R02,Room-1,66.35,66.35,66.35,66.35
t_083,2025-01-01T06:50:00Z,GPU-R02-S04-G01,R02-S04,R02,Room-1,65.95,65.95,65.95,65.95
t_084,2025-01-01T06:55:00Z,GPU-R02-S04-G01,R02-S04,R02,Room-1,65.78,65.78,65.78,65.78
t_085,2025-01-01T07:00:00Z,GPU-R02-S04-G01,R02-S04,R02,Room-1,65.36,65.36,65.36,65.36
t_086,2025-01-01T07:05:00Z,GPU-R02-S04-G01,R02-S04,R02,Room-1,65.94,65.94,65.94,65.94
t_087,2025-01-01T07:10:00Z,GPU-R02-S04-G01,R02-S04,R02,Room-1,65.97,65.97,65.97,65.97
t_088,2025-01-01T07:15:00Z,GPU-R02-S04-G01,R02-S04,R02,Room-1,65.13,65.13,65.13,65.13
t_089,2025-01-01T07:20:00Z,GPU-R02-S04-G01,R02-S04,R02,Room-1,64.4,64.4,64.4,64.4
t_090,2025-01-01T07:25:00Z,GPU-R02-S04-G01,R02-S04,R02,Room-1,64.82,64.82,64.82,64.82
t_091,2025-01-01T07:30:00Z,GPU-R02-S04-G01,R02-S04,R02,Room-1,64.98,64.98,64.98,64.98
t_092,2025-01-01T07:35:00Z,GPU-R02-S04-G01,R02-S04,R02,Room-1,64.33,64.33,64.33,64.33
t_093,2025-01-01T07:40:00Z,GPU-R02-S04-G01,R02-S04,R02,Room-1,64.01,64.01,64.01,64.01
t_094,2025-01-01T07:45:00Z,GPU-R02-S04-G01,R02-S04,R02,Room-1,64.26,64.26,64.26,64.26
t_095,2025-01-01T07:50:00Z,GPU-R02-S04-G01,R02-S04,R02,Room-1,64.38,64.38,64.38,64.38
t_096,2025-01-01T07:55:00Z,GPU-R02-S04-G01,R02-S04,R02,Room-1,63.81,63.81,63.81,63.81
t_001,2025-01-01T00:00:00Z,GPU-R02-S04-G02,R02-S04,R02,Room-1,66.34,66.34,66.34,66.34
t_002,2025-01-01T00:05:00Z,GPU-R02-S04-G02,R02-S04,R02,Room-1,66.17,66.17,66.17,66.17
t_003,2025-01-01T00:10:00Z,GPU-R02-S04-G02,R02-S04,R02,Room-1,66.6,66.6,66.6,66.6
t_004,2025-01-01T00:15:00Z,GPU-R02-S04-G02,R02-S04,R02,Room-1,66.72,66.72,66.72,66.72
t_005,2025-01-01T00:20:00Z,GPU-R02-S04-G02,R02-S04,R02,Room-1,67.09,67.09,67.09,67.09
t_006,2025-01-01T00:25:00Z,GPU-R02-S04-G02,R02-S04,R02,Room-1,66.33,66.33,66.33,66.33
t_007,2025-01-01T00:30:00Z,GPU-R02-S04-G02,R02-S04,R02,Room-1,66.57,66.57,66.57,66.57
t_008,2025-01-01T00:35:00Z,GPU-R02-S04-G02,R02-S04,R02,Room-1,66.9,66.9,66.9,66.9
t_009,2025-01-01T00:40:00Z,GPU-R02-S04-G02,R02-S04,R02,Room-1,67.03,67.03,67.03,67.03
t_010,2025-01-01T00:45:00Z,GPU-R02-S04-G02,R02-S04,R02,Room-1,66.57,66.57,66.57,66.57
t_011,2025-01-01T00:50:00Z,GPU-R02-S04-G02,R02-S04,R02,Room-1,66.52,66.52,66.52,66.52
t_012,2025-01-01T00:55:00Z,GPU-R02-S04-G02,R02-S04,R02,Room-1,65.82,65.82,65.82,65.82
t_013,2025-01-01T01:00:00Z,GPU-R02-S04-G02,R02-S04,R02,Room-1,65.64,65.64,65.64,65.64
t_014,2025-01-01T01:05:00Z,GPU-R02-S04-G02,R02-S04,R02,Room-1,65.4,65.4,65.4,65.4
t_015,2025-01-01T01:10:00Z,GPU-R02-S04-G02,R02-S04,R02,Room-1,65.57,65.57,65.57,65.57
t_016,2025-01-01T01:15:00Z,GPU-R02-S04-G02,R02-S04,R02,Room-1,66.36,66.36,66.36,66.36
t_017,2025-01-01T01:20:00Z,GPU-R02-S04-G02,R02-S04,R02,Room-1,66.46,66.46,66.46,66.46
t_018,2025-01-01T01:25:00Z,GPU-R02-S04-G02,R02-S04,R02,Room-1,66.29,66.29,66.29,66.29
t_019,2025-01-01T01:30:00Z,GPU-R02-S04-G02,R02-S04,R02,Room-1,66.6,66.6,66.6,66.6
t_020,2025-01-01T01:35:00Z,GPU-R02-S04-G02,R02-S04,R02,Room-1,66.83,66.83,66.83,66.83
t_021,2025-01-01T01:40:00Z,GPU-R02-S04-G02,R02-S04,R02,Room-1,66.86,66.86,66.86,66.86
t_022,2025-01-01T01:45:00Z,GPU-R02-S04-G02,R02-S04,R02,Room-1,66.58,66.58,66.58,66.58
t_023,2025-01-01T01:50:00Z,GPU-R02-S04-G02,R02-S04,R02,Room-1,66.75,66.75,66.75,66.75
t_024,2025-01-01T01:55:00Z,GPU-R02-S04-G02,R02-S04,R02,Room-1,66.94,66.94,66.94,66.94
t_025,2025-01-01T02:00:00Z,GPU-R02-S04-G02,R02-S04,R02,Room-1,66.98,66.98,66.98,66.98
t_026,2025-01-01T02:05:00Z,GPU-R02-S04-G02,R02-S04,R02,Room-1,67.59,67.59,67.59,67.59
t_027,2025-01-01T02:10:00Z,GPU-R02-S04-G02,R02-S04,R02,Room-1,68.29,68.29,68.29,68.29
t_028,2025-01-01T02:15:00Z,GPU-R02-S04-G02,R02-S04,R02,Room-1,67.79,67.79,67.79,67.79
t_029,2025-01-01T02:20:00Z,GPU-R02-S04-G02,R02-S04,R02,Room-1,67.81,67.81,67.81,67.81
t_030,2025-01-01T02:25:00Z,GPU-R02-S04-G02,R02-S04,R02,Room-1,67.26,67.26,67.26,67.26
t_031,2025-01-01T02:30:00Z,GPU-R02-S04-G02,R02-S04,R02,Room-1,66.98,66.98,66.98,66.98
t_032,2025-01-01T02:35:00Z,GPU-R02-S04-G02,R02-S04,R02,Room-1,66.77,66.77,66.77,66.77
t_033,2025-01-01T02:40:00Z,GPU-R02-S04-G02,R02-S04,R02,Room-1,66.67,66.67,66.67,66.67
t_034,2025-01-01T02:45:00Z,GPU-R02-S04-G02,R02-S04,R02,Room-1,67.24,67.24,67.24,67.24
t_035,2025-01-01T02:50:00Z,GPU-R02-S04-G02,R02-S04,R02,Room-1,66.87,66.87,66.87,66.87
t_036,2025-01-01T02:55:00Z,GPU-R02-S04-G02,R02-S04,R02,Room-1,66.99,66.99,66.99,66.99
t_037,2025-01-01T03:00:00Z,GPU-R02-S04-G02,R02-S04,R02,Room-1,67.21,67.21,67.21,67.21
t_038,2025-01-01T03:05:00Z,GPU-R02-S04-G02,R02-S04,R02,Room-1,67.21,67.21,67.21,67.21
t_039,2025-01-01T03:10:00Z,GPU-R02-S04-G02,R02-S04,R02,Room-1,67.33,67.33,67.33,67.33
t_040,2025-01-01T03:15:00Z,GPU-R02-S04-G02,R02-S04,R02,Room-1,67.01,67.01,67.01,67.01
t_041,2025-01-01T03:20:00Z,GPU-R02-S04-G02,R02-S04,R02,Room-1,66.79,66.79,66.79,66.79
t_042,2025-01-01T03:25:00Z,GPU-R02-S04-G02,R02-S04,R02,Room-1,66.5,66.5,66.5,66.5
t_043,2025-01-01T03:30:00Z,GPU-R02-S04-G02,R02-S04,R02,Room-1,65.7,65.7,65.7,65.7
t_044,2025-01-01T03:35:00Z,GPU-R02-S04-G02,R02-S04,R02,Room-1,65.95,65.95,65.95,65.95
t_045,2025-01-01T03:40:00Z,GPU-R02-S04-G02,R02-S04,R02,Room-1,65.81,65.81,65.81,65.81
t_046,2025-01-01T03:45:00Z,GPU-R02-S04-G02,R02-S04,R02,Room-1,65.77,65.77,65.77,65.77
t_047,2025-01-01T03:50:00Z,GPU-R02-S04-G02,R02-S04,R02,Room-1,66.02,66.02,66.02,66.02
t_048,2025-01-01T03:55:00Z,GPU-R02-S04-G02,R02-S04,R02,Room-1,66.04,66.04,66.04,66.04
t_049,2025-01-01T04:00:00Z,GPU-R02-S04-G02,R02-S04,R02,Room-1,66,66,66,66
t_050,2025-01-01T04:05:00Z,GPU-R02-S04-G02,R02-S04,R02,Room-1,65.82,65.82,65.82,65.82
t_051,2025-01-01T04:10:00Z,GPU-R02-S04-G02,R02-S04,R02,Room-1,66.41,66.41,66.41,66.41
t_052,2025-01-01T04:15:00Z,GPU-R02-S04-G02,R02-S04,R02,Room-1,66.43,66.43,66.43,66.43
t_053,2025-01-01T04:20:00Z,GPU-R02-S04-G02,R02-S04,R02,Room-1,66.45,66.45,66.45,66.45
t_054,2025-01-01T04:25:00Z,GPU-R02-S04-G02,R02-S04,R02,Room-1,66.77,66.77,66.77,66.77
t_055,2025-01-01T04:30:00Z,GPU-R02-S04-G02,R02-S04,R02,Room-1,66.85,66.85,66.85,66.85
t_056,2025-01-01T04:35:00Z,GPU-R02-S04-G02,R02-S04,R02,Room-1,66.49,66.49,66.49,66.49
t_057,2025-01-01T04:40:00Z,GPU-R02-S04-G02,R02-S04,R02,Room-1,66.32,66.32,66.32,66.32
t_058,2025-01-01T04:45:00Z,GPU-R02-S04-G02,R02-S04,R02,Room-1,66.03,66.03,66.03,66.03
t_059,2025-01-01T04:50:00Z,GPU-R02-S04-G02,R02-S04,R02,Room-1,65.44,65.44,65.44,65.44
t_060,2025-01-01T04:55:00Z,GPU-R02-S04-G02,R02-S04,R02,Room-1,65.43,65.43,65.43,65.43
t_061,2025-01-01T05:00:00Z,GPU-R02-S04-G02,R02-S04,R02,Room-1,65.68,65.68,65.68,65.68
t_062,2025-01-01T05:05:00Z,GPU-R02-S04-G02,R02-S04,R02,Room-1,65.53,65.53,65.53,65.53
t_063,2025-01-01T05:10:00Z,GPU-R02-S04-G02,R02-S04,R02,Room-1,65.72,65.72,65.72,65.72
t_064,2025-01-01T05:15:00Z,GPU-R02-S04-G02,R02-S04,R02,Room-1,66.01,66.01,66.01,66.01
t_065,2025-01-01T05:20:00Z,GPU-R02-S04-G02,R02-S04,R02,Room-1,65.97,65.97,65.97,65.97
t_066,2025-01-01T05:25:00Z,GPU-R02-S04-G02,R02-S04,R02,Room-1,65.81,65.81,65.81,65.81
t_067,2025-01-01T05:30:00Z,GPU-R02-S04-G02,R02-S04,R02,Room-1,65.59,65.59,65.59,65.59
t_068,2025-01-01T05:35:00Z,GPU-R02-S04-G02,R02-S04,R02,Room-1,65.52,65.52,65.52,65.52
t_069,2025-01-01T05:40:00Z,GPU-R02-S04-G02,R02-S04,R02,Room-1,66.11,66.11,66.11,66.11
t_070,2025-01-01T05:45:00Z,GPU-R02-S04-G02,R02-S04,R02,Room-1,66.14,66.14,66.14,66.14
t_071,2025-01-01T05:50:00Z,GPU-R02-S04-G02,R02-S04,R02,Room-1,65.97,65.97,65.97,65.97
t_072,2025-01-01T05:55:00Z,GPU-R02-S04-G02,R02-S04,R02,Room-1,65.82,65.82,65.82,65.82
t_073,2025-01-01T06:00:00Z,GPU-R02-S04-G02,R02-S04,R02,Room-1,65.86,65.86,65.86,65.86
t_074,2025-01-01T06:05:00Z,GPU-R02-S04-G02,R02-S04,R02,Room-1,65.92,65.92,65.92,65.92
t_075,2025-01-01T06:10:00Z,GPU-R02-S04-G02,R02-S04,R02,Room-1,66.41,66.41,66.41,66.41
t_076,2025-01-01T06:15:00Z,GPU-R02-S04-G02,R02-S04,R02,Room-1,66.23,66.23,66.23,66.23
